time,pid,x,y,z
1645222087245,MC4267,0.1217754,1.1391519,-0.28477272
1645222087266,MC4267,0.3928278,1.3188576,0.062991485
1645222087285,MC4267,0.7240057,1.5862511,0.15452123
1645222087306,MC4267,0.9054187,1.8108984,0.038782753
1645222087326,MC4267,0.52740884,1.6553407,-0.095493376
1645222087347,MC4267,0.14720371,1.0778677,-0.08890763
1645222087366,MC4267,-0.09256638,0.8693191,-0.098176464
1645222087385,MC4267,-0.17464434,0.76626426,-0.10476222
1645222087406,MC4267,0.018537667,0.79876614,-0.15336262
1645222087426,MC4267,0.3750219,0.8883445,-0.17196126
1645222087446,MC4267,0.49515086,0.9657881,-0.16537552
1645222087466,MC4267,0.38038808,0.97774005,-0.106957465
1645222087486,MC4267,0.1809252,0.86200154,-0.09598121
1645222087506,MC4267,0.07860215,0.682052,-0.11018936
1645222087526,MC4267,0.029026086,0.51740825,-0.14092286
1645222087546,MC4267,-0.021037813,0.4722837,-0.12116561
1645222087566,MC4267,-0.07012604,0.635403,-0.14311811
1645222087586,MC4267,-0.048173543,0.8338902,-0.16561942
1645222087606,MC4267,-0.008598062,0.90084535,-0.17562002
1645222087627,MC4267,0.002866021,0.8910276,-0.2031826
1645222087647,MC4267,0.010915271,0.8668798,-0.2473925
1645222087668,MC4267,0.0031099378,0.8192551,-0.29794425
1645222087687,MC4267,-6.097917E-5,0.7777284,-0.33947104
1645222087706,MC4267,0.013903251,0.82657266,-0.37239978
1645222087727,MC4267,0.045368504,0.9113337,-0.41465837
1645222087747,MC4267,-0.01030548,0.9535313,-0.415634
1645222087767,MC4267,-0.18318143,0.97530085,-0.40319428
1645222087787,MC4267,-0.36020395,1.0089613,-0.36386272
1645222087807,MC4267,-0.2935537,1.1122601,-0.28135788
1645222087827,MC4267,-0.11482377,1.4221562,-0.30111513
1645222087848,MC4267,0.13305655,1.6511941,-0.42661026
1645222087869,MC4267,0.23141596,1.5208205,-0.47569847
1645222087888,MC4267,0.26001516,1.2380601,-0.2298305
1645222087908,MC4267,0.30398116,0.99115545,0.20507295
1645222087927,MC4267,0.36282608,0.88883245,0.31520134
1645222087947,MC4267,0.44362348,0.97749615,0.032928754
1645222087967,MC4267,0.40923122,1.1992164,-0.20098735
1645222087987,MC4267,0.23464784,1.3941058,-0.13506886
1645222088007,MC4267,0.03024567,1.3948375,-0.03152623
1645222088027,MC4267,-0.11214069,1.2685497,-0.017622981
1645222088047,MC4267,-0.10287186,1.0793314,-0.0869563
1645222088068,MC4267,-0.064272046,0.86102587,-0.12262911
1645222088087,MC4267,-0.03079448,0.6510136,-0.11775078
1645222088107,MC4267,-0.045490462,0.5274698,-0.13628845
1645222088128,MC4267,-0.04030723,0.5096029,-0.18220577
1645222088147,MC4267,-0.06305246,0.59265655,-0.19391377
1645222088168,MC4267,-0.08622455,0.6993701,-0.18342534
1645222088188,MC4267,-0.069638215,0.78894854,-0.19293809
1645222088208,MC4267,-0.052564044,0.831451,-0.2654423
1645222088228,MC4267,-0.029818816,0.7980344,-0.3372758
1645222088248,MC4267,-0.01542773,0.7399213,-0.33849537
1645222088268,MC4267,0.0033538546,0.7140051,-0.32379937
1645222088289,MC4267,-0.032501895,0.78382623,-0.3358123
1645222088308,MC4267,-0.08768804,0.9357254,-0.36166745
1645222088328,MC4267,-0.10604277,1.0907954,-0.37654638
1645222088348,MC4267,-0.10848195,1.1833618,-0.35459387
1645222088368,MC4267,-0.10214011,1.2978806,-0.38953492
1645222088388,MC4267,-0.10287186,1.3633113,-0.4644783
1645222088409,MC4267,-0.1314101,1.2930024,-0.4549656
1645222088428,MC4267,-0.009817647,1.3498958,-0.3487399
1645222088448,MC4267,0.23855053,1.5159422,-0.20684133
1645222088468,MC4267,0.31544524,1.5049659,-0.013476396
1645222088489,MC4267,0.301542,1.3545302,0.020732919
1645222088509,MC4267,0.29227316,1.1528113,0.08884665
1645222088528,MC4267,0.3459958,0.99969256,0.055369087
1645222088548,MC4267,0.31886008,0.90182096,-0.010061563
1645222088569,MC4267,0.2585517,0.86736774,-0.033477567
1645222088589,MC4267,0.24342884,0.9081628,-0.045185566
1645222088609,MC4267,0.23806268,0.9740813,-0.0986643
1645222088628,MC4267,0.25269768,0.9687151,-0.12604395
1645222088649,MC4267,0.21482962,0.8793196,-0.12043387
1645222088669,MC4267,0.11787274,0.790412,-0.109457605
1645222088690,MC4267,0.07957782,0.7218104,-0.111652866
1645222088709,MC4267,0.116409235,0.64711094,-0.12506828
1645222088729,MC4267,0.08030957,0.6019254,-0.14531337
1645222088749,MC4267,-0.0034758127,0.63393945,-0.12018994
1645222088770,MC4267,-0.11384811,0.73522586,-0.13750802
1645222088791,MC4267,-0.20098735,0.82340175,-0.20196302
1645222088811,MC4267,-0.2561735,0.86102587,-0.21415885
1645222088829,MC4267,-0.2652594,0.8729778,-0.29087064
1645222088849,MC4267,-0.21324416,0.8595624,-0.31428665
1645222088870,MC4267,-0.1355567,0.83779275,-0.30404213
1645222088891,MC4267,-0.09701786,0.83901244,-0.41709754
1645222088911,MC4267,-0.0942738,0.86297727,-0.47423503
1645222088929,MC4267,-0.17464434,0.87468517,-0.2916024
1645222088950,MC4267,-0.31014007,0.9611537,-0.36166745
1645222088970,MC4267,-0.39807203,1.1017717,-0.37020454
1645222088990,MC4267,-0.31581113,1.1987286,-0.34971553
1645222089010,MC4267,-0.084029295,1.2819651,-0.22812308
1645222089030,MC4267,0.21482962,1.504722,-0.0796388
1645222089050,MC4267,0.49051645,1.5567372,-0.0869563
1645222089070,MC4267,0.48563814,1.3711166,-0.06597946
1645222089091,MC4267,0.42679322,1.1332978,0.009024917
1645222089110,MC4267,0.34008086,0.9186512,0.17263202
1645222089131,MC4267,0.327885,0.8404759,0.17336379
1645222089150,MC4267,0.31154257,1.0578057,0.050490756
1645222089171,MC4267,0.19116971,1.4009354,-0.10476222
1645222089191,MC4267,0.05658867,1.5393581,-0.13214186
1645222089211,MC4267,-0.042807378,1.4575851,0.045368504
1645222089231,MC4267,-0.113604195,1.2036068,0.042197585
1645222089251,MC4267,-0.14482553,0.8856615,-0.0529909
1645222089271,MC4267,-0.13580061,0.63979346,-0.13019054
1645222089291,MC4267,-0.13945936,0.5130178,-0.14921603
1645222089311,MC4267,-0.14263028,0.5088712,-0.14311811
1645222089331,MC4267,-0.11531161,0.5792411,-0.18074226
1645222089351,MC4267,-0.05158838,0.66857564,-0.2178786
1645222089371,MC4267,0.016586334,0.72449356,-0.20830485
1645222089391,MC4267,0.058296088,0.71863955,-0.24592899
1645222089412,MC4267,0.014391084,0.69278437,-0.30428606
1645222089431,MC4267,-0.06744296,0.67540526,-0.34117848
1645222089451,MC4267,-0.13872762,0.7042484,-0.325019
1645222089471,MC4267,-0.14653295,0.78894854,-0.28550446
1645222089491,MC4267,-0.13750802,0.90108925,-0.22031775
1645222089512,MC4267,-0.11214069,1.0546348,-0.23690407
1645222089532,MC4267,-0.06890646,1.3030028,-0.38020512
1645222089551,MC4267,-0.07451655,1.5833241,-0.48008904
1645222089571,MC4267,-0.07573613,1.5718601,-0.37044847
1645222089591,MC4267,0.034880087,1.437523,-0.29574898
1645222089612,MC4267,0.15354554,1.5093564,-0.21958598
1645222089631,MC4267,0.19726762,1.4944165,-0.009329813
1645222089652,MC4267,0.1764737,1.3237358,0.14744763
1645222089672,MC4267,0.17013189,1.089088,0.17214419
1645222089692,MC4267,0.13817881,0.9962777,0.03585575
1645222089712,MC4267,0.119824074,0.93889624,-0.043722063
1645222089732,MC4267,0.14086188,0.8917594,-0.0032318959
1645222089752,MC4267,0.1926332,0.96286106,0.0336605
1645222089772,MC4267,0.24733151,1.0659158,-0.051283482
1645222089792,MC4267,0.29056576,1.0507321,-0.12482436
1645222089812,MC4267,0.26855224,0.931091,-0.14604512
1645222089832,MC4267,0.17086363,0.7884607,-0.14653295
1645222089853,MC4267,0.07591907,0.68400335,-0.10500613
1645222089872,MC4267,0.05512517,0.60802335,-0.086468466
1645222089892,MC4267,0.059027836,0.55430067,-0.09354205
1645222089913,MC4267,0.0070126047,0.5630816,-0.14019111
1645222089933,MC4267,-0.079394884,0.6607703,-0.16214362
1645222089953,MC4267,-0.14189853,0.78553367,-0.13458103
1645222089973,MC4267,-0.16439985,0.85444015,-0.15189911
1645222089992,MC4267,-0.14726469,0.8334023,-0.26300317
1645222090013,MC4267,-0.112872444,0.80218095,-0.3252629
1645222090033,MC4267,-0.10409145,0.80169314,-0.3326414
1645222090053,MC4267,-0.11262853,0.8280361,-0.3018469
1645222090073,MC4267,-0.12214128,0.9464577,-0.33386096
1645222090093,MC4267,-0.11555553,1.0881124,-0.36996064
1645222090113,MC4267,-0.18659626,1.1396397,-0.38270527
1645222090133,MC4267,-0.33556837,1.1396397,-0.36020395
1645222090153,MC4267,-0.37465602,1.1540308,-0.21586627
1645222090173,MC4267,-0.25739306,1.3872151,-0.29501724
1645222090193,MC4267,0.02512342,1.4649025,-0.2181225
1645222090213,MC4267,0.16793664,1.253183,-0.15116736
1645222090234,MC4267,0.26074693,1.0734773,-0.14604512
1645222090253,MC4267,0.4087434,1.0273161,0.017074168
1645222090273,MC4267,0.52033526,1.1425667,0.106652565
1645222090294,MC4267,0.45856336,1.3772146,-0.117262945
1645222090313,MC4267,0.18799879,1.583568,-0.22178124
1645222090334,MC4267,0.013110521,1.5594203,-0.10207913
1645222090354,MC4267,-0.07695571,1.3337364,-0.041282896
1645222090373,MC4267,-0.11018936,1.0314627,-0.102566965
1645222090394,MC4267,-0.11799469,0.8060836,-0.17049776
1645222090414,MC4267,-0.17196126,0.6361347,-0.1812301
1645222090434,MC4267,-0.20391436,0.5625938,-0.17927876
1645222090454,MC4267,-0.19659685,0.5154569,-0.15775311
1645222090474,MC4267,-0.10214011,0.5000902,-0.18171793
1645222090494,MC4267,-6.097917E-5,0.5572277,-0.20098735
1645222090514,MC4267,0.072016396,0.6563798,-0.1826936
1645222090534,MC4267,0.116409235,0.7426043,-0.21171968
1645222090554,MC4267,0.09738373,0.7721183,-0.27404037
1645222090574,MC4267,0.028538251,0.7606542,-0.2842849
1645222090594,MC4267,-0.035428897,0.72351784,-0.3211163
1645222090614,MC4267,-0.08524888,0.7110781,-0.29843205
1645222090636,MC4267,-0.07256521,0.81730384,-0.32184806
1645222090656,MC4267,-0.05597888,1.0409753,-0.27007675
1645222090674,MC4267,-0.044514794,1.3100765,-0.30818874
1645222090694,MC4267,-0.091834635,1.5239913,-0.4207563
1645222090715,MC4267,-0.17659569,1.4778302,-0.44935548
1645222090735,MC4267,-0.24763641,1.0971372,-0.5116153
1645222090755,MC4267,-0.3846566,0.8334023,-0.5206402
1645222090775,MC4267,-0.4408184,0.9831062,-0.37069237
1645222090795,MC4267,-0.10555494,1.2900753,-0.260564
1645222090815,MC4267,0.12695864,1.4739276,-0.029818816
1645222090835,MC4267,0.20921952,1.5017949,0.08835882
1645222090855,MC4267,0.2485511,1.264647,0.14330105
1645222090875,MC4267,0.41240212,1.0895758,-0.021525647
1645222090895,MC4267,0.3677044,1.0079857,-0.08744413
1645222090915,MC4267,0.26294217,0.91255325,-0.0427464
1645222090935,MC4267,0.05805217,0.9225539,-0.12750745
1645222090957,MC4267,-0.055003207,1.0141445,-0.19342592
1645222090975,MC4267,-0.04030723,1.0429268,-0.16537552
1645222090995,MC4267,0.028538251,0.97310555,-0.1458012
1645222091015,MC4267,0.084456146,0.8976134,-0.17171735
1645222091035,MC4267,0.11787274,0.8214504,-0.23617232
1645222091055,MC4267,0.069333315,0.72449356,-0.2705646
1645222091075,MC4267,-0.04030723,0.64247656,-0.21171968
1645222091095,MC4267,-0.08915155,0.52917725,-0.033477567
1645222091115,MC4267,-0.11775078,0.40978,0.07518732
1645222091136,MC4267,-0.12848312,0.52405494,-0.08256579
1645222091156,MC4267,-0.0869563,0.7667521,-0.18635234
1645222091176,MC4267,0.016342418,0.96432453,-0.22836699
1645222091196,MC4267,0.043661084,1.0959176,-0.21836641
1645222091216,MC4267,0.0055491044,1.0317066,-0.18879151
1645222091236,MC4267,-0.13067837,0.9435307,-0.2298305
1645222091256,MC4267,-0.2503195,0.94767725,-0.2886754
1645222091276,MC4267,-0.24080674,0.8954181,-0.36483836
1645222091296,MC4267,-0.19269417,0.8849298,-0.4644783
1645222091316,MC4267,-0.20123126,0.96481246,-0.5069808
1645222091336,MC4267,-0.25251475,1.0251209,-0.46569794
1645222091357,MC4267,-0.27769914,1.0412192,-0.51624966
1645222091377,MC4267,-0.23763584,1.1186628,-0.42148802
1645222091397,MC4267,-0.24934384,1.4177657,-0.31965283
1645222091416,MC4267,-0.11433594,1.5176497,-0.08427321
1645222091436,MC4267,0.10957957,1.314223,-0.0020123126
1645222091457,MC4267,0.28001636,1.0844536,0.04610025
1645222091476,MC4267,0.42679322,1.0260965,0.28227258
1645222091496,MC4267,0.48075977,1.1196386,0.13208088
1645222091516,MC4267,0.28812656,1.3181257,-0.0796388
1645222091537,MC4267,0.016098501,1.5093564,-0.11214069
1645222091557,MC4267,-0.17464434,1.4902699,-0.05793021
1645222091577,MC4267,-0.29916382,1.2697692,-0.0051832297
1645222091597,MC4267,-0.30428606,1.1010399,-0.03445323
1645222091617,MC4267,-0.19976777,0.916212,-0.13823979
1645222091637,MC4267,-0.14726469,0.71961516,-0.18684018
1645222091657,MC4267,-0.13287361,0.59631526,-0.1545822
1645222091678,MC4267,-0.1062867,0.5403974,-0.16659509
1645222091697,MC4267,-0.07207738,0.55698377,-0.17757134
1645222091717,MC4267,-0.0061588963,0.6349151,-0.16293634
1645222091737,MC4267,0.058296088,0.684979,-0.13848369
1645222091757,MC4267,0.031953085,0.70619977,-0.15507004
1645222091778,MC4267,-0.04055115,0.7205909,-0.23178181
1645222091798,MC4267,-0.104823194,0.72376174,-0.31014007
1645222091817,MC4267,-0.18952326,0.7037606,-0.29428548
1645222091837,MC4267,-0.26086888,0.6983944,-0.29526114
1645222091858,MC4267,-0.2930659,0.72937185,-0.25861266
1645222091879,MC4267,-0.21763465,0.83681715,-0.18830368
1645222091898,MC4267,-0.045002628,1.0617083,-0.36776537
1645222091917,MC4267,-0.0010366458,1.3623356,-0.48740652
1645222091937,MC4267,-0.11262853,1.5354555,-0.41246313
1645222091958,MC4267,-0.2594054,1.2570856,-0.47106406
1645222091978,MC4267,-0.37099728,1.0399997,-0.4295373
1645222091998,MC4267,-0.22836699,1.2802577,-0.4549656
1645222092018,MC4267,-0.031038398,1.6446081,-0.23714799
1645222092038,MC4267,0.11787274,1.7586392,0.038051005
1645222092058,MC4267,0.1542773,1.3886787,0.29495627
1645222092080,MC4267,0.18751095,0.98700887,0.21507354
1645222092099,MC4267,0.16379005,0.83657324,0.020489002
1645222092118,MC4267,0.107384324,0.8500497,0.07518732
1645222092138,MC4267,0.12153149,0.93914014,0.12573905
1645222092158,MC4267,0.13720314,1.0314627,0.13452005
1645222092178,MC4267,0.19482845,1.1078695,0.038051005
1645222092199,MC4267,0.29983458,1.0512199,-0.06158896
1645222092218,MC4267,0.3339829,0.95036036,-0.100859545
1645222092238,MC4267,0.30129808,0.8856615,-0.098908216
1645222092259,MC4267,0.19287711,0.840232,-0.111896776
1645222092279,MC4267,0.072016396,0.77089864,-0.079394884
1645222092299,MC4267,-0.024452647,0.6920526,-0.022501314
1645222092319,MC4267,-0.077931374,0.6283294,0.010488417
1645222092339,MC4267,-0.07476047,0.60241324,-0.0059149796
1645222092359,MC4267,-0.05134446,0.71644425,-0.0427464
1645222092380,MC4267,-0.057198465,0.8598063,-0.11336028
1645222092399,MC4267,-0.09500554,0.919383,-0.19098675
1645222092419,MC4267,-0.14189853,0.9091384,-0.25739306
1645222092439,MC4267,-0.14750862,0.86200154,-0.25836876
1645222092459,MC4267,-0.14019111,0.81486464,-0.29672465
1645222092479,MC4267,-0.17025384,0.7960831,-0.2935537
1645222092500,MC4267,-0.23324533,0.87541693,-0.22495216
1645222092519,MC4267,-0.29257807,1.0417072,-0.29428548
1645222092539,MC4267,-0.4151462,1.1413472,-0.48838216
1645222092559,MC4267,-0.45691693,1.0673795,-0.6229632
1645222092580,MC4267,-0.45618516,0.9896919,-0.60735255
1645222092600,MC4267,-0.26867422,1.074209,-0.5221036
1645222092619,MC4267,-0.05134446,1.4294738,-0.37752205
1645222092639,MC4267,0.15110639,1.6150943,-0.005671063
1645222092659,MC4267,0.31983575,1.4692931,0.1469598
1645222092679,MC4267,0.50667596,1.2194614,0.09348107
1645222092701,MC4267,0.5547275,0.9943263,0.19629195
1645222092720,MC4267,0.46588084,0.9469455,0.28178474
1645222092739,MC4267,0.24903892,1.1230534,0.06786982
1645222092760,MC4267,0.08396832,1.3291019,-0.06768688
1645222092780,MC4267,0.017318085,1.4133751,-0.048844315
1645222092800,MC4267,-0.12043387,1.3251992,0.055369087
1645222092820,MC4267,-0.27525997,1.1467133,0.018293751
1645222092841,MC4267,-0.3531304,0.9186512,-0.04347815
1645222092860,MC4267,-0.34093454,0.6812593,-0.12458044
1645222092880,MC4267,-0.3079448,0.5164326,-0.1560457
1645222092901,MC4267,-0.27696738,0.43148863,-0.17147343
1645222092921,MC4267,-0.20470707,0.47033235,-0.20440218
1645222092940,MC4267,-0.09970094,0.59875447,-0.23958717
1645222092960,MC4267,0.0148789175,0.7579711,-0.25739306
1645222092981,MC4267,0.030001752,0.8656603,-0.29062673
1645222093000,MC4267,-0.04329521,0.9079189,-0.33337313
1645222093021,MC4267,-0.14214244,0.8827345,-0.3299583
1645222093040,MC4267,-0.23080614,0.8476105,-0.34264195
1645222093061,MC4267,-0.24178243,0.8612698,-0.3797173
1645222093081,MC4267,-0.22617173,0.87688047,-0.33703187
1645222093101,MC4267,-0.2359284,0.8846859,-0.27404037
1645222093121,MC4267,-0.24958774,1.0270722,-0.31745756
1645222093141,MC4267,-0.20763408,1.3171501,-0.42148802
1645222093161,MC4267,-0.26306415,1.4658782,-0.47764984
1645222093181,MC4267,-0.4777108,1.3086131,-0.51624966
1645222093201,MC4267,-0.69058913,0.99725336,-0.4827721
1645222093221,MC4267,-0.5267381,0.94987255,-0.12043387
1645222093241,MC4267,0.19165754,1.0749408,-0.124336526
1645222093261,MC4267,0.5564349,1.1743369,-6.097917E-5
1645222093281,MC4267,0.5786923,1.3511155,0.12769037
1645222093301,MC4267,0.40142587,1.4902699,0.16305831
1645222093321,MC4267,0.16476572,1.4839281,-0.01396423
1645222093341,MC4267,0.0031099378,1.08299,-0.121897355
1645222093361,MC4267,-0.010549396,0.7286401,-0.100127794
1645222093381,MC4267,-0.046710044,0.79144865,-0.24812423
1645222093401,MC4267,0.0070126047,0.96188545,-0.3487399
1645222093423,MC4267,0.09348107,0.931091,-0.2503195
1645222093442,MC4267,0.089822315,0.85444015,-0.12653178
1645222093462,MC4267,0.022196418,0.85785496,-0.08280971
1645222093482,MC4267,0.012378771,0.77943575,-0.10848195
1645222093502,MC4267,0.016342418,0.6168043,-0.16708292
1645222093523,MC4267,-0.042319544,0.5440562,-0.19415767
1645222093542,MC4267,-0.25544173,0.6830277,-0.1975725
1645222093562,MC4267,-0.36142352,0.83047533,-0.18879151
1645222093582,MC4267,-0.3419102,0.8961499,-0.22934265
1645222093602,MC4267,-0.26452765,0.8612698,-0.29209024
1645222093624,MC4267,-0.22056165,0.7980344,-0.32014063
1645222093643,MC4267,-0.21568331,0.7450435,-0.2959929
1645222093662,MC4267,-0.22641565,0.7176638,-0.26275924
1645222093683,MC4267,-0.26355198,0.7460192,-0.30135906
1645222093703,MC4267,-0.3284948,0.8316949,-0.38246137
1645222093724,MC4267,-0.45764866,0.9789596,-0.39612067
1645222093743,MC4267,-0.5482637,1.1122601,-0.3375197
1645222093762,MC4267,-0.5370436,1.1191508,-0.39392543
1645222093782,MC4267,-0.27818698,1.129883,-0.4119753
1645222093803,MC4267,0.1129944,1.332029,-0.3252629
1645222093823,MC4267,0.15452123,1.3071495,0.03902667
1645222093843,MC4267,0.1498868,1.212144,0.23391609
1645222093863,MC4267,0.289834,1.1779957,0.254649
1645222093883,MC4267,0.44411132,1.1989725,0.10445732
1645222093903,MC4267,0.4004502,1.3655065,-0.17537609
1645222093923,MC4267,0.06415009,1.6260705,-0.31989673
1645222093943,MC4267,-0.27355257,1.7110146,-0.20537785
1645222093963,MC4267,-0.36410663,1.51643,0.008049251
1645222093983,MC4267,-0.36166745,1.2595248,0.010000584
1645222094003,MC4267,-0.3594722,0.8854176,-0.113604195
1645222094023,MC4267,-0.3419102,0.62759763,-0.1709856
1645222094044,MC4267,-0.37343642,0.5279577,-0.16781467
1645222094063,MC4267,-0.3680093,0.42173195,-0.14872819
1645222094083,MC4267,-0.3565452,0.35703304,-0.13433711
1645222094103,MC4267,-0.25714916,0.40557247,-0.16805859
1645222094123,MC4267,-0.075980045,0.5723505,-0.20049952
1645222094144,MC4267,0.007988271,0.75723934,-0.2146467
1645222094164,MC4267,0.040978003,0.79705876,-0.24495333
1645222094183,MC4267,-0.020793898,0.73723817,-0.27696738
1645222094204,MC4267,-0.10579886,0.6641851,-0.27306473
1645222094224,MC4267,-0.11775078,0.69156474,-0.3096522
1645222094244,MC4267,-0.074028715,0.7955952,-0.27233297
1645222094264,MC4267,-0.021769563,0.9042601,-0.20806092
1645222094284,MC4267,0.022928167,1.0548787,-0.30696914
1645222094304,MC4267,-0.048661377,1.3762388,-0.49844372
1645222094324,MC4267,-0.2679425,1.7701033,-0.5167375
1645222094344,MC4267,-0.4317935,1.6003983,-0.23056224
1645222094364,MC4267,-0.35117903,1.3689214,-0.3096522
1645222094384,MC4267,-0.18366927,1.3931302,-0.20269476
1645222094404,MC4267,-0.10360362,1.5244793,-0.031282313
1645222094424,MC4267,-0.022013482,1.6045449,0.15305771
1645222094445,MC4267,0.27440628,1.3171501,0.19458453
1645222094464,MC4267,0.15793605,1.1340296,0.020001167
1645222094484,MC4267,-0.011525063,1.0614644,0.11061622
1645222094504,MC4267,4.2685418E-4,0.9445064,0.14500846
1645222094524,MC4267,-0.022989146,0.8878567,0.034148335
1645222094546,MC4267,-0.027379649,0.88688105,-0.1297027
1645222094565,MC4267,-0.01176898,0.8505375,-0.2046461
1645222094585,MC4267,-0.02347698,0.76284945,-0.13970327
1645222094605,MC4267,-0.047685713,0.6832716,-0.055247124
1645222094625,MC4267,-0.034941066,0.6451596,-0.046161234
1645222094645,MC4267,-0.006890646,0.6077794,-0.07427263
1645222094665,MC4267,0.031221336,0.5677161,-0.11872645
1645222094685,MC4267,-0.02054998,0.5919248,-0.14848429
1645222094705,MC4267,-0.09402988,0.7035167,-0.14824036
1645222094725,MC4267,-0.14970386,0.8273044,-0.18074226
1645222094745,MC4267,-0.1987921,0.8722461,-0.20440218
1645222094766,MC4267,-0.22251299,0.8551719,-0.21318318
1645222094785,MC4267,-0.18537667,0.8585868,-0.21861032
1645222094805,MC4267,-0.11433594,0.8822466,-0.29038283
1645222094825,MC4267,-0.09305421,0.8832223,-0.35239863
1645222094845,MC4267,-0.17171735,0.86444074,-0.36166745
1645222094866,MC4267,-0.43252528,0.9093824,-0.19488943
1645222094885,MC4267,-0.5272259,1.0339018,-0.43886706
1645222094905,MC4267,-0.46618575,1.0942103,-0.5050295
1645222094926,MC4267,-0.20074342,1.2028751,-0.42148802
1645222094945,MC4267,-0.039087646,1.4866111,-0.16238752
1645222094967,MC4267,0.02658692,1.5994227,0.10348165
1645222094986,MC4267,0.04317325,1.4075212,0.09713981
1645222095006,MC4267,0.13842271,1.1637875,0.14647196
1645222095026,MC4267,0.20629254,0.94743335,0.27245495
1645222095046,MC4267,0.22239104,0.9770082,0.20068245
1645222095066,MC4267,0.08762707,1.3037347,0.101286404
1645222095086,MC4267,-0.066223375,1.6055205,-0.14067894
1645222095106,MC4267,-0.2081219,1.6514379,-0.20367043
1645222095126,MC4267,-0.32654345,1.4739276,-0.01908648
1645222095146,MC4267,-0.33922714,1.2309865,0.033416584
1645222095167,MC4267,-0.28233355,0.8961499,-0.027135732
1645222095186,MC4267,-0.20665841,0.62119484,-0.121897355
1645222095206,MC4267,-0.19123068,0.4727715,-0.12336086
1645222095226,MC4267,-0.22031775,0.3843517,-0.12701961
1645222095246,MC4267,-0.22470824,0.37044847,-0.16683902
1645222095267,MC4267,-0.18391317,0.4334399,-0.20928052
1645222095286,MC4267,-0.10604277,0.58533907,-0.24031891
1645222095306,MC4267,-0.042075627,0.76260555,-0.27452824
1645222095326,MC4267,-0.05158838,0.8551719,-0.26885718
1645222095347,MC4267,-0.13019054,0.82267,-0.29574898
1645222095367,MC4267,-0.23080614,0.70668757,-0.29550505
1645222095387,MC4267,-0.23958717,0.6739418,-0.31379882
1645222095407,MC4267,-0.2198299,0.7980344,-0.26324707
1645222095427,MC4267,-0.16439985,1.0292674,-0.25934443
1645222095447,MC4267,-0.09555436,1.3791659,-0.46057564
1645222095468,MC4267,-0.092810296,1.6104599,-0.53820217
1645222095488,MC4267,-0.17366867,1.3786781,-0.5453367
1645222095507,MC4267,-0.32361645,0.960422,-0.46472225
1645222095527,MC4267,-0.41368267,1.0158521,-0.35556954
1645222095547,MC4267,-0.36410663,1.3430662,-0.2242204
1645222095567,MC4267,-0.2473925,1.5208205,-0.12336086
1645222095588,MC4267,-0.059637632,1.5191131,0.010244501
1645222095607,MC4267,0.12744647,1.2622079,0.061527986
1645222095628,MC4267,0.06024742,1.0382924,0.09128582
1645222095648,MC4267,-0.053051878,0.8668798,0.07152857
1645222095668,MC4267,-0.09774961,0.78577757,0.032197002
1645222095688,MC4267,-0.05451538,0.83706105,-0.0811023
1645222095708,MC4267,0.04634417,0.99969256,-0.21342708
1645222095728,MC4267,0.1293978,1.068599,-0.26129577
1645222095747,MC4267,0.12988563,0.97554475,-0.22836699
1645222095768,MC4267,0.066101424,0.83730495,-0.13897152
1645222095789,MC4267,4.2685418E-4,0.7118099,-0.078419216
1645222095808,MC4267,-0.0073784795,0.60875505,-0.12701961
1645222095828,MC4267,0.016098501,0.5677161,-0.22519606
1645222095848,MC4267,-0.04427088,0.6580872,-0.2591005
1645222095868,MC4267,-0.14604512,0.76919127,-0.2386115
1645222095888,MC4267,-0.20836583,0.86224544,-0.18781585
1645222095908,MC4267,-0.29989555,0.8946864,-0.2386115
1645222095928,MC4267,-0.29818815,0.8448664,-0.27233297
1645222095948,MC4267,-0.29696858,0.77675265,-0.3297144
1645222095968,MC4267,-0.2598932,0.7606542,-0.35264254
1645222095990,MC4267,-0.21519549,0.80681545,-0.31404272
1645222096008,MC4267,-0.21056108,0.85175705,-0.37191197
1645222096028,MC4267,-0.19415767,0.9086506,-0.415634
1645222096048,MC4267,-0.17220518,0.992375,-0.45155075
1645222096068,MC4267,-0.2031826,1.0004243,-0.5938761
1645222096088,MC4267,-0.28526056,1.094942,-0.5594839
1645222096108,MC4267,-0.3619114,1.2995881,-0.16439985
1645222096128,MC4267,-0.23958717,1.5921052,0.0073175007
1645222096148,MC4267,-0.085736714,1.5806412,0.07567515
1645222096169,MC4267,0.03585575,1.3867273,0.018293751
1645222096189,MC4267,0.016098501,1.1657388,0.07860215
1645222096209,MC4267,0.0016464376,0.9799353,0.26977184
1645222096228,MC4267,0.02512342,1.0190228,0.05512517
1645222096248,MC4267,0.014635001,1.176776,-0.10646963
1645222096269,MC4267,0.0077443547,1.3251992,-0.18732801
1645222096290,MC4267,-0.064272046,1.3022711,-0.10476222
1645222096309,MC4267,-0.16952209,1.1664705,0.0065857503
1645222096328,MC4267,-0.24666074,0.95036036,-0.016647313
1645222096349,MC4267,-0.2473925,0.75089747,-0.06475988
1645222096369,MC4267,-0.21495157,0.60216933,-0.12116561
1645222096390,MC4267,-0.17171735,0.5178961,-0.16708292
1645222096410,MC4267,-0.14872819,0.50570023,-0.21245141
1645222096429,MC4267,-0.14653295,0.5623499,-0.17366867
